category	county	town	ad_id	date_of_lead	leads	package_type
sale	Dublin	Ballsbridge	12422751	05/04/2020	1	Standard
sale	Dublin	Dalkey	12322773	05/04/2020	1	Premium
sale	Dublin	Sandymount	12283738	06/04/2020	1	Standard
sale	Dublin	Dalkey	12322773	07/04/2020	1	Premium
sale	Dublin	Dublin 2	12425002	08/04/2020	1	Standard
sale	Dublin	Dalkey	12322773	09/04/2020	1	Premium
sale	Dublin	Foxrock	12392324	10/04/2020	1	Standard
sale	Dublin	Dun Laoghaire	12452842	11/04/2020	2	Standard
sale	Dublin	Foxrock	12425398	11/04/2020	1	Standard
sale	Wicklow	Delgany	11627985	12/04/2020	1	Standard
sale	Dublin	Ranelagh	12416542	14/04/2020	1	Premium
sale	Dublin	Dublin 2	12283739	15/04/2020	1	Standard
sale	Dublin	Dublin 2	12291293	15/04/2020	1	Standard
sale	Dublin	Sandyford	12158030	15/04/2020	2	Standard
sale	Dublin	Booterstown	12428087	17/04/2020	1	Standard
sale	Dublin	Dalkey	12322773	17/04/2020	1	Premium
sale	Dublin	Dundrum	12407845	17/04/2020	1	Standard
sale	Dublin	Ranelagh	12416542	17/04/2020	1	Premium
sale	Dublin	Ballsbridge	12043804	18/04/2020	1	Standard
sale	Dublin	Sandyford	12158030	18/04/2020	1	Standard
sale	Dublin	Sandyford	12320401	20/04/2020	1	Premium
sale	Dublin	Dalkey	12322773	21/04/2020	1	Premium
sale	Dublin	Ranelagh	12416542	21/04/2020	2	Premium
sale	Dublin	Dalkey	12322773	22/04/2020	1	Premium
sale	Dublin	Sandyford	12158030	22/04/2020	1	Standard
sale	Dublin	Dundrum	12407845	23/04/2020	1	Standard
sale	Dublin	Knocklyon	12379875	23/04/2020	1	Standard
sale	Dublin	Sandyford	12158030	23/04/2020	1	Standard
sale	Wicklow	Delgany	11627985	23/04/2020	1	Standard
sale	Dublin	Dalkey	12322773	26/04/2020	1	Premium
sale	Dublin	Dundrum	12407845	26/04/2020	1	Standard
sale	Dublin	Sandyford	12158030	26/04/2020	1	Standard
sale	Dublin	Dalkey	12322773	27/04/2020	2	Premium
sale	Dublin	Dundrum	12407845	27/04/2020	1	Standard
sale	Dublin	Ballsbridge	11855496	28/04/2020	2	Standard
sale	Dublin	Donnybrook	12321460	28/04/2020	1	Standard
sale	Dublin	Foxrock	12346990	29/04/2020	1	Standard
sale	Dublin	Sandyford	12158030	29/04/2020	1	Standard
sale	Dublin	Sandyford	12320401	30/04/2020	2	Premium
sale	Dublin	Ballsbridge	12498356	01/05/2020	1	Standard
sale	Dublin	Booterstown	12498344	01/05/2020	1	Standard
sale	Dublin	Dublin 2	12498350	01/05/2020	3	Standard
sale	Dublin	Sandyford	12498352	01/05/2020	3	Standard
sale	Dublin	Sandymount	12498348	01/05/2020	1	Standard
sale	Dublin	Stillorgan	12498351	01/05/2020	1	Standard
sale	Dublin	Dalkey	12322773	02/05/2020	3	Premium
sale	Dublin	Foxrock	12479683	02/05/2020	1	Standard
sale	Dublin	Sandyford	12498352	02/05/2020	1	Standard
sale	Wicklow	Delgany	11627985	02/05/2020	1	Standard
sale	Dublin	Dublin 2	12498347	03/05/2020	1	Standard
sale	Dublin	Dublin 2	12498350	03/05/2020	1	Standard
sale	Dublin	Kilternan	12498355	03/05/2020	1	Standard
sale	Dublin	Sandyford	12498352	03/05/2020	1	Standard
sale	Dublin	Ballsbridge	12498357	04/05/2020	1	Standard
sale	Dublin	Dublin 2	12498350	04/05/2020	1	Standard
sale	Dublin	Dublin 2	12498349	04/05/2020	1	Standard
sale	Dublin	Dublin 2	12498347	04/05/2020	1	Standard
sale	Dublin	Stillorgan	12498351	04/05/2020	1	Standard
sale	Dublin	Booterstown	12498344	05/05/2020	1	Standard
sale	Dublin	Dalkey	12322773	05/05/2020	1	Standard
sale	Dublin	Dun Laoghaire	12452842	05/05/2020	1	Standard
sale	Dublin	Foxrock	12479683	05/05/2020	1	Standard
sale	Dublin	Sandyford	12498352	05/05/2020	1	Standard
sale	Dublin	Ballsbridge	12498357	06/05/2020	1	Standard
sale	Dublin	Foxrock	12479683	06/05/2020	1	Standard
sale	Dublin	Rathmichael	12073715	06/05/2020	1	Standard
sale	Dublin	Sandyford	12498352	06/05/2020	2	Standard
sale	Dublin	Sandyford	12498352	07/05/2020	2	Standard
sale	Dublin	Sandymount	12498348	07/05/2020	1	Standard
sale	Dublin	Mount Merrion	12235803	08/05/2020	1	Premium
sale	Dublin	Blackrock	12444218	09/05/2020	1	Standard
sale	Dublin	Mount Merrion	12235803	09/05/2020	1	Premium
sale	Dublin	Sandyford	12320401	09/05/2020	1	Standard
sale	Dublin	Sandyford	12498352	09/05/2020	1	Standard
sale	Dublin	Foxrock	12509042	10/05/2020	1	Standard
sale	Dublin	Knocklyon	12498346	10/05/2020	1	Standard
sale	Dublin	Sandyford	12498352	10/05/2020	1	Standard
sale	Dublin	Dalkey	12322773	11/05/2020	1	Standard
sale	Dublin	Foxrock	12425398	11/05/2020	1	Standard
sale	Dublin	Sandyford	12498352	11/05/2020	2	Standard
sale	Dublin	Ballsbridge	12498345	12/05/2020	1	Standard
sale	Dublin	Dundrum	12407845	12/05/2020	2	Standard
sale	Dublin	Rathgar	12513890	12/05/2020	2	Standard
sale	Dublin	Sandyford	12498352	12/05/2020	1	Standard
sale	Dublin	Dalkey	12322773	13/05/2020	2	Standard
sale	Dublin	Foxrock	12509042	13/05/2020	1	Standard
sale	Dublin	Mount Merrion	12235803	13/05/2020	4	Premium
sale	Dublin	Sandyford	12320401	13/05/2020	1	Standard
sale	Wicklow	Delgany	11627985	13/05/2020	1	Standard
sale	Dublin	Dalkey	12322773	14/05/2020	1	Standard
sale	Dublin	Dublin 2	12498350	15/05/2020	1	Premium
sale	Dublin	Ballsbridge	12498356	16/05/2020	1	Premium
sale	Dublin	Dalkey	12322773	16/05/2020	2	Standard
sale	Dublin	Dublin 2	12498350	16/05/2020	1	Premium
sale	Dublin	Dun Laoghaire	12452842	16/05/2020	1	Premium
sale	Dublin	Knocklyon	12498346	16/05/2020	1	Standard
sale	Dublin	Sandyford	12498352	16/05/2020	2	Standard
sale	Dublin	Ballsbridge	12498356	17/05/2020	1	Premium
sale	Dublin	Ballsbridge	12498357	17/05/2020	1	Standard
sale	Dublin	Sandyford	12498352	17/05/2020	1	Standard
sale	Dublin	Ballsbridge	12498356	18/05/2020	1	Premium
sale	Dublin	Foxrock	12392324	18/05/2020	1	Standard
sale	Dublin	Foxrock	12509042	18/05/2020	2	Standard
sale	Dublin	Killiney	12498354	18/05/2020	1	Standard
sale	Dublin	Kilternan	12498355	18/05/2020	1	Standard
sale	Dublin	Ballsbridge	12498357	19/05/2020	2	Standard
sale	Dublin	Booterstown	12498344	19/05/2020	1	Premium
sale	Dublin	Dun Laoghaire	12452842	19/05/2020	1	Premium
sale	Dublin	Mount Merrion	12235803	19/05/2020	1	Premium
sale	Dublin	Dundrum	12407845	20/05/2020	1	Standard
sale	Dublin	Sandyford	12498352	20/05/2020	1	Standard
sale	Dublin	Foxrock	12509042	21/05/2020	1	Standard
sale	Dublin	Knocklyon	12498346	21/05/2020	1	Standard
sale	Dublin	Sandyford	12498352	21/05/2020	1	Standard
sale	Dublin	Rathgar	12525246	22/05/2020	1	Standard
sale	Dublin	Rathgar	12525764	22/05/2020	1	Standard
sale	Dublin	Stillorgan	12498351	22/05/2020	1	Standard
sale	Dublin	Dalkey	12322773	23/05/2020	1	Standard
sale	Dublin	Foxrock	12509042	23/05/2020	2	Standard
sale	Dublin	Rathgar	12525246	23/05/2020	2	Standard
sale	Dublin	Dalkey	12322773	24/05/2020	1	Standard
sale	Dublin	Dublin 2	12498350	25/05/2020	1	Premium
sale	Dublin	Dublin 2	12498349	25/05/2020	2	Standard
sale	Dublin	Mount Merrion	12235803	25/05/2020	1	Premium
sale	Dublin	Rathgar	12525764	25/05/2020	1	Standard
sale	Dublin	Rathgar	12525246	25/05/2020	1	Standard
sale	Dublin	Sandyford	12498352	25/05/2020	1	Standard
sale	Dublin	Ballsbridge	12498345	26/05/2020	1	Standard
sale	Dublin	Ballsbridge	12498357	26/05/2020	1	Standard
sale	Dublin	Dundrum	12407845	26/05/2020	2	Standard
sale	Dublin	Foxrock	12509042	26/05/2020	1	Standard
sale	Dublin	Rathgar	12525246	26/05/2020	1	Standard
sale	Dublin	Rathgar	12525246	27/05/2020	1	Standard
sale	Wicklow	Kilquade	12498353	27/05/2020	1	Standard
sale	Dublin	Dublin 2	12498350	28/05/2020	1	Premium
sale	Dublin	Dun Laoghaire	12452842	28/05/2020	2	Premium
sale	Dublin	Dalkey	12322773	29/05/2020	1	Standard
sale	Dublin	Dun Laoghaire	12452842	29/05/2020	1	Premium
sale	Dublin	Rathgar	12525246	29/05/2020	1	Standard
sale	Dublin	Rathgar	12525764	29/05/2020	1	Standard
sale	Dublin	Sandyford	12498352	30/05/2020	2	Standard
sale	Dublin	Dalkey	12322773	31/05/2020	1	Standard
sale	Dublin	Dundrum	12407845	31/05/2020	1	Standard
sale	Dublin	Killiney	12498354	31/05/2020	1	Standard
sale	Dublin	Sandyford	12498352	31/05/2020	2	Standard
sale	Dublin	Ballsbridge	12498357	01/06/2020	1	Standard
sale	Dublin	Dalkey	12322773	01/06/2020	1	Standard
sale	Dublin	Rathgar	12525246	01/06/2020	1	Standard
sale	Dublin	Sandyford	12498352	01/06/2020	1	Standard
sale	Dublin	Dalkey	12322773	02/06/2020	3	Standard
sale	Dublin	Dundrum	12407845	02/06/2020	1	Standard
sale	Dublin	Sandyford	12498352	02/06/2020	1	Standard
sale	Dublin	Ballsbridge	12498356	03/06/2020	1	Premium
sale	Dublin	Blackrock	12444218	03/06/2020	1	Standard
sale	Dublin	Dalkey	12322773	03/06/2020	1	Standard
sale	Dublin	Rathgar	12541476	03/06/2020	13	Standard
sale	Dublin	Rathgar	12541476	04/06/2020	11	Standard
sale	Dublin	Sandyford	12498352	04/06/2020	1	Standard
sale	Dublin	Ballsbridge	12498357	05/06/2020	1	Standard
sale	Dublin	Foxrock	12509042	05/06/2020	1	Standard
sale	Dublin	Rathgar	12541476	05/06/2020	1	Standard
sale	Dublin	Sandyford	12320401	05/06/2020	1	Premium
sale	Dublin	Ranelagh	12416542	06/06/2020	1	Standard
sale	Dublin	Rathgar	12525764	06/06/2020	2	Standard
sale	Dublin	Rathgar	12541476	06/06/2020	5	Standard
sale	Dublin	Ballsbridge	12498345	07/06/2020	1	Standard
sale	Dublin	Ranelagh	12416542	07/06/2020	1	Standard
sale	Dublin	Rathgar	12541476	07/06/2020	3	Standard
sale	Dublin	Sandyford	12320401	07/06/2020	1	Premium
sale	Dublin	Sandyford	12498352	07/06/2020	1	Standard
sale	Wicklow	Delgany	11627985	07/06/2020	1	Standard
sale	Dublin	Dublin 2	12498347	08/06/2020	1	Standard
sale	Dublin	Rathgar	12513890	08/06/2020	1	Standard
sale	Dublin	Rathgar	12541476	08/06/2020	7	Standard
sale	Dublin	Sandyford	12498352	08/06/2020	1	Standard
sale	Dublin	Ballsbridge	12498357	09/06/2020	1	Standard
sale	Dublin	Dalkey	12322773	09/06/2020	1	Standard
sale	Dublin	Dublin 2	12498349	09/06/2020	1	Standard
sale	Dublin	Rathgar	12541476	09/06/2020	5	Standard
sale	Dublin	Sandyford	12498352	09/06/2020	2	Standard
sale	Wicklow	Delgany	11627985	09/06/2020	1	Standard
sale	Dublin	Dalkey	12322773	10/06/2020	1	Standard
sale	Dublin	Dun Laoghaire	12452842	10/06/2020	1	Standard
sale	Dublin	Rathgar	12541476	10/06/2020	6	Standard
sale	Dublin	Sandyford	12498352	10/06/2020	1	Standard
sale	Dublin	Sandyford	12320401	10/06/2020	1	Premium
sale	Dublin	Rathgar	12525246	11/06/2020	1	Standard
sale	Dublin	Rathgar	12541476	11/06/2020	6	Standard
sale	Dublin	Sandyford	12498352	11/06/2020	1	Standard
sale	Dublin	Ballsbridge	12498357	12/06/2020	1	Standard
sale	Dublin	Rathgar	12541476	12/06/2020	4	Standard
sale	Dublin	Sandyford	12498352	12/06/2020	1	Standard
sale	Dublin	Dublin 2	12498350	13/06/2020	1	Premium
sale	Dublin	Rathgar	12541476	13/06/2020	1	Standard
sale	Dublin	Sandyford	12498352	13/06/2020	1	Standard
sale	Dublin	Sandyford	12320401	13/06/2020	2	Premium
sale	Dublin	Dalkey	12322773	14/06/2020	2	Standard
sale	Dublin	Dublin 2	12498347	14/06/2020	1	Premium
sale	Dublin	Rathgar	12541476	14/06/2020	3	Standard
sale	Dublin	Dalkey	12322773	15/06/2020	2	Standard
sale	Dublin	Dublin 2	12498347	15/06/2020	1	Premium
sale	Dublin	Dun Laoghaire	12452842	15/06/2020	1	Premium
sale	Dublin	Dundrum	12407845	15/06/2020	1	Standard
sale	Dublin	Rathgar	12541476	15/06/2020	1	Standard
sale	Dublin	Rathgar	12525764	15/06/2020	2	Standard
sale	Dublin	Shankill	12474771	15/06/2020	1	Premium
sale	Dublin	Ballsbridge	12558354	16/06/2020	1	Standard
sale	Dublin	Dun Laoghaire	12452842	16/06/2020	1	Premium
sale	Dublin	Dundrum	12407845	16/06/2020	1	Standard
sale	Dublin	Rathgar	12525764	16/06/2020	2	Standard
sale	Dublin	Rathgar	12541476	16/06/2020	3	Standard
sale	Dublin	Stillorgan	12498351	16/06/2020	1	Standard
sale	Dublin	Ballsbridge	12558354	17/06/2020	1	Featured
sale	Dublin	Dalkey	12322773	17/06/2020	1	Standard
sale	Dublin	Dundrum	12407845	17/06/2020	2	Standard
sale	Dublin	Foxrock	12509042	17/06/2020	3	Standard
sale	Dublin	Killiney	12560579	17/06/2020	1	Standard
sale	Dublin	Rathgar	12525764	17/06/2020	2	Standard
sale	Dublin	Rathgar	12541476	17/06/2020	6	Standard
sale	Dublin	Sandyford	12498352	17/06/2020	1	Standard
sale	Dublin	Shankill	12474771	17/06/2020	1	Premium
sale	Dublin	Ballsbridge	12498345	18/06/2020	1	Standard
sale	Dublin	Ballsbridge	12558354	18/06/2020	1	Featured
sale	Dublin	Dun Laoghaire	12452842	18/06/2020	1	Premium
sale	Dublin	Foxrock	12509042	18/06/2020	3	Standard
sale	Dublin	Killiney	12560579	18/06/2020	1	Standard
sale	Dublin	Ranelagh	12416542	18/06/2020	1	Standard
sale	Dublin	Rathgar	12525764	18/06/2020	1	Standard
sale	Dublin	Rathgar	12541476	18/06/2020	5	Standard
sale	Dublin	Sandyford	12498352	18/06/2020	1	Standard
sale	Dublin	Dalkey	12322773	19/06/2020	2	Standard
sale	Dublin	Rathgar	12525764	19/06/2020	1	Standard
sale	Dublin	Rathgar	12541476	19/06/2020	3	Standard
sale	Dublin	Ballsbridge	12558354	20/06/2020	2	Featured
sale	Dublin	Sandyford	12320401	20/06/2020	1	Premium
sale	Dublin	Ballsbridge	12558354	21/06/2020	1	Featured
sale	Dublin	Dundrum	12407845	21/06/2020	1	Standard
sale	Dublin	Rathgar	12541476	21/06/2020	1	Standard
sale	Dublin	Rathgar	12525764	21/06/2020	1	Standard
sale	Dublin	Rathgar	12525246	21/06/2020	1	Standard
sale	Dublin	Stillorgan	12498351	21/06/2020	1	Standard
sale	Dublin	Ballsbridge	12558354	22/06/2020	1	Featured
sale	Dublin	Dalkey	12322773	22/06/2020	2	Standard
sale	Dublin	Dundrum	12407845	22/06/2020	1	Standard
sale	Dublin	Killiney	12560579	22/06/2020	1	Standard
sale	Dublin	Rathgar	12541476	22/06/2020	5	Standard
sale	Dublin	Sandyford	12320401	22/06/2020	1	Premium
sale	Dublin	Dalkey	12322773	23/06/2020	2	Standard
sale	Dublin	Dublin 2	12498347	23/06/2020	1	Premium
sale	Dublin	Rathgar	12541476	23/06/2020	1	Standard
sale	Dublin	Sandyford	12320401	23/06/2020	1	Premium
sale	Dublin	Ranelagh	12416542	24/06/2020	3	Standard
sale	Dublin	Rathgar	12541476	24/06/2020	2	Standard
sale	Dublin	Dun Laoghaire	12452842	25/06/2020	1	Premium
sale	Dublin	Killiney	12498354	25/06/2020	1	Standard
sale	Dublin	Killiney	12560579	25/06/2020	2	Standard
sale	Dublin	Rathgar	12541476	25/06/2020	1	Standard
sale	Dublin	Rathgar	12513890	26/06/2020	1	Standard
sale	Dublin	Rathgar	12541476	26/06/2020	2	Standard
sale	Dublin	Stillorgan	12498351	26/06/2020	1	Standard
sale	Dublin	Rathgar	12541476	27/06/2020	1	Standard
sale	Dublin	Sandyford	12320401	27/06/2020	1	Premium
sale	Dublin	Rathgar	12541476	28/06/2020	1	Standard
sale	Dublin	Ballsbridge	12498356	29/06/2020	1	Standard
sale	Dublin	Ballsbridge	12558354	29/06/2020	1	Featured
sale	Dublin	Ballsbridge	12498357	29/06/2020	1	Standard
sale	Dublin	Dun Laoghaire	12452842	29/06/2020	1	Premium
sale	Dublin	Knocklyon	12498346	29/06/2020	1	Standard
sale	Dublin	Rathgar	12541476	29/06/2020	1	Standard
sale	Dublin	Sandymount	12578752	29/06/2020	1	Standard
sale	Dublin	Ballsbridge	12498356	30/06/2020	1	Standard
sale	Dublin	Ballsbridge	12558354	30/06/2020	1	Featured
sale	Dublin	Dalkey	12322773	30/06/2020	2	Standard
sale	Dublin	Dun Laoghaire	12452842	30/06/2020	1	Premium
sale	Dublin	Knocklyon	12498346	30/06/2020	1	Standard
sale	Dublin	Rathgar	12541476	30/06/2020	3	Standard
sale	Dublin	Killiney	12560579	01/07/2020	1	Featured
sale	Dublin	Sandymount	12578752	01/07/2020	1	Standard
sale	Dublin	Shankill	12589824	01/07/2020	1	Standard
sale	Dublin	Stillorgan	12498351	01/07/2020	1	Standard
sale	Dublin	Terenure	12590439	01/07/2020	10	Standard
sale	Dublin	Dublin 2	12498347	02/07/2020	1	Premium
sale	Dublin	Dun Laoghaire	12452842	02/07/2020	1	Premium
sale	Dublin	Killiney	12560579	02/07/2020	1	Featured
sale	Dublin	Terenure	12590439	02/07/2020	5	Standard
sale	Dublin	Sandymount	12578752	03/07/2020	1	Standard
sale	Dublin	Terenure	12590439	03/07/2020	2	Standard
sale	Dublin	Ballsbridge	12498357	04/07/2020	1	Standard
sale	Dublin	Dun Laoghaire	12452842	04/07/2020	3	Premium
sale	Dublin	Rathgar	12541476	04/07/2020	1	Standard
sale	Dublin	Sandyford	12320401	04/07/2020	3	Premium
sale	Dublin	Terenure	12590439	04/07/2020	2	Standard
sale	Dublin	Dalkey	12322773	05/07/2020	1	Standard
sale	Dublin	Foxrock	12251455	05/07/2020	1	Standard
sale	Dublin	Dundrum	12407845	06/07/2020	1	Standard
sale	Dublin	Foxrock	12251455	06/07/2020	1	Premium
sale	Dublin	Killiney	12560579	06/07/2020	1	Featured
sale	Dublin	Sandyford	12320401	06/07/2020	1	Standard
sale	Dublin	Shankill	12589824	06/07/2020	1	Standard
sale	Dublin	Terenure	12590439	06/07/2020	1	Standard
sale	Dublin	Dublin 2	12498350	07/07/2020	1	Premium
sale	Dublin	Rathgar	12541476	07/07/2020	1	Standard
sale	Dublin	Rathgar	12513890	07/07/2020	1	Standard
sale	Dublin	Ballsbridge	12558354	08/07/2020	2	Featured
sale	Dublin	Dalkey	12322773	08/07/2020	1	Standard
sale	Dublin	Foxrock	12251455	08/07/2020	1	Premium
sale	Dublin	Killiney	12560579	08/07/2020	1	Featured
sale	Dublin	Rathgar	12541476	08/07/2020	3	Standard
sale	Dublin	Terenure	12590439	08/07/2020	2	Standard
sale	Cork	Cork City	12606408	09/07/2020	1	Premium
sale	Dublin	Foxrock	12251455	09/07/2020	1	Premium
sale	Dublin	Shankill	12589824	09/07/2020	1	Standard
sale	Dublin	Terenure	12590439	09/07/2020	1	Standard
sale	Dublin	Knocklyon	12498346	10/07/2020	1	Standard
sale	Dublin	Shankill	12589824	10/07/2020	1	Standard
sale	Cork	Cork City	12606408	12/07/2020	1	Premium
sale	Dublin	Terenure	12590439	12/07/2020	1	Standard
sale	Wicklow	Kilquade	12498353	12/07/2020	1	Standard
sale	Dublin	Dun Laoghaire	12452842	13/07/2020	1	Standard
sale	Dublin	Dundrum	12407845	13/07/2020	3	Standard
sale	Dublin	Rathgar	12525764	13/07/2020	2	Standard
sale	Dublin	Ballsbridge	12498357	14/07/2020	1	Standard
sale	Dublin	Ballsbridge	12558354	14/07/2020	1	Featured
sale	Dublin	Dalkey	12322773	14/07/2020	12	Standard
sale	Dublin	Dublin 2	12619337	14/07/2020	1	Standard
sale	Dublin	Dun Laoghaire	12452842	14/07/2020	1	Standard
sale	Dublin	Rathmichael	12073715	14/07/2020	1	Standard
sale	Dublin	Sandyford	12320401	14/07/2020	1	Standard
sale	Cork	Cork City	12606408	15/07/2020	1	Premium
sale	Dublin	Ballsbridge	12498357	15/07/2020	1	Standard
sale	Dublin	Rathgar	12513890	15/07/2020	1	Standard
sale	Dublin	Sandymount	12578752	15/07/2020	1	Standard
sale	Dublin	Stillorgan	12498351	15/07/2020	1	Standard
sale	Dublin	Terenure	12590439	15/07/2020	1	Standard
sale	Dublin	Dun Laoghaire	12452842	16/07/2020	1	Standard
sale	Dublin	Sandyford	12320401	16/07/2020	2	Standard
sale	Cork	Cork City	12606408	17/07/2020	1	Premium
sale	Dublin	Dalkey	12322773	17/07/2020	1	Standard
sale	Dublin	Terenure	12590439	17/07/2020	1	Standard
sale	Dublin	Rathmichael	12073715	18/07/2020	1	Standard
sale	Dublin	Foxrock	12251455	20/07/2020	1	Premium
sale	Dublin	Rathgar	12525246	20/07/2020	2	Featured
sale	Wicklow	Delgany	11627985	20/07/2020	1	Standard
sale	Dublin	Sandymount	12578752	21/07/2020	1	Standard
sale	Dublin	Stillorgan	12498351	21/07/2020	1	Standard
sale	Dublin	Terenure	12590439	21/07/2020	1	Standard
sale	Dublin	Dublin 2	12498350	22/07/2020	1	Standard
sale	Dublin	Sandymount	12578752	23/07/2020	1	Standard
sale	Dublin	Stillorgan	12498351	23/07/2020	1	Standard
sale	Dublin	Dublin 2	12498350	24/07/2020	1	Standard
sale	Dublin	Dublin 2	12619337	24/07/2020	1	Standard
sale	Dublin	Dundrum	12407845	24/07/2020	1	Standard
sale	Dublin	Monkstown	12645203	24/07/2020	2	Standard
sale	Dublin	Rathgar	12525246	24/07/2020	2	Featured
sale	Dublin	Sandyford	12320401	24/07/2020	1	Standard
sale	Dublin	Stillorgan	12498351	24/07/2020	2	Standard
sale	Dublin	Dublin 2	12498349	25/07/2020	1	Premium
sale	Dublin	Monkstown	12645203	25/07/2020	4	Standard
sale	Dublin	Sandyford	12320401	25/07/2020	1	Standard
sale	Dublin	Stillorgan	12498351	25/07/2020	1	Standard
sale	Dublin	Killiney	12498354	26/07/2020	3	Standard
sale	Dublin	Monkstown	12645203	26/07/2020	2	Standard
sale	Dublin	Rathgar	12525246	26/07/2020	1	Featured
sale	Cork	Cork City	12606408	27/07/2020	1	Premium
sale	Dublin	Ballsbridge	12498356	27/07/2020	1	Standard
sale	Dublin	Monkstown	12645203	27/07/2020	1	Standard
sale	Wicklow	Kilquade	12498353	27/07/2020	1	Standard
sale	Dublin	Blackrock	12651840	28/07/2020	2	Standard
sale	Dublin	Dublin 2	12498350	28/07/2020	1	Standard
sale	Dublin	Foxrock	12251455	28/07/2020	1	Premium
sale	Dublin	Knocklyon	12498346	28/07/2020	1	Standard
sale	Dublin	Monkstown	12645203	28/07/2020	4	Standard
sale	Dublin	Rathgar	12525246	28/07/2020	2	Featured
sale	Dublin	Rathgar	12525764	28/07/2020	2	Standard
sale	Dublin	Sandymount	12578752	28/07/2020	1	Standard
sale	Dublin	Stillorgan	12498351	28/07/2020	2	Standard
sale	Dublin	Blackrock	12651840	29/07/2020	4	Standard
sale	Dublin	Rathgar	12525764	29/07/2020	1	Standard
sale	Dublin	Ballsbridge	12498357	30/07/2020	1	Standard
sale	Dublin	Dublin 2	12498349	30/07/2020	1	Premium
sale	Dublin	Dublin 2	12498350	30/07/2020	1	Standard
sale	Dublin	Sandyford	12320401	30/07/2020	1	Standard
sale	Wicklow	Delgany	11627985	30/07/2020	1	Standard
sale	Dublin	Blackrock	12651840	31/07/2020	1	Standard
sale	Dublin	Dalkey	12657020	31/07/2020	1	Standard
sale	Dublin	Dublin 2	12498350	31/07/2020	1	Standard
sale	Dublin	Monkstown	12645203	31/07/2020	2	Standard
sale	Dublin	Monkstown	12645203	01/08/2020	1	Standard
sale	Dublin	Blackrock	12651840	02/08/2020	1	Standard
sale	Dublin	Dalkey	12657020	02/08/2020	3	Standard
sale	Dublin	Stillorgan	12498351	02/08/2020	1	Standard
sale	Dublin	Blackrock	12651840	03/08/2020	1	Standard
sale	Dublin	Dalkey	12657020	03/08/2020	5	Standard
sale	Dublin	Dublin 2	12619337	03/08/2020	2	Standard
sale	Dublin	Knocklyon	12498346	03/08/2020	1	Standard
sale	Dublin	Monkstown	12645203	03/08/2020	2	Standard
sale	Dublin	Rathgar	12525246	03/08/2020	1	Featured
sale	Dublin	Rathgar	12525764	03/08/2020	1	Standard
sale	Dublin	Dalkey	12657020	04/08/2020	3	Premium
sale	Dublin	Killiney	12560579	04/08/2020	1	Standard
sale	Dublin	Monkstown	12645203	04/08/2020	1	Standard
sale	Dublin	Stillorgan	12498351	04/08/2020	1	Standard
sale	Dublin	Dalkey	12657020	05/08/2020	2	Premium
sale	Dublin	Monkstown	12645203	05/08/2020	3	Standard
sale	Dublin	Shankill	12589824	05/08/2020	1	Premium
sale	Dublin	Dalkey	12657020	06/08/2020	1	Premium
sale	Dublin	Kilternan	12498355	06/08/2020	1	Standard
sale	Dublin	Monkstown	12645203	06/08/2020	2	Standard
sale	Dublin	Rathgar	12525246	06/08/2020	1	Featured
sale	Wicklow	Kilquade	12498353	06/08/2020	1	Standard
sale	Dublin	Blackrock	12651840	07/08/2020	1	Featured
sale	Dublin	Foxrock	12251455	07/08/2020	2	Standard
sale	Dublin	Rathgar	12525246	07/08/2020	1	Featured
sale	Dublin	Dublin 2	12498349	08/08/2020	1	Standard
sale	Dublin	Rathgar	12513890	08/08/2020	1	Standard
sale	Dublin	Blackrock	12651840	09/08/2020	3	Featured
sale	Dublin	Dublin 2	12498347	09/08/2020	1	Standard
sale	Dublin	Monkstown	12645203	09/08/2020	1	Standard
sale	Dublin	Rathgar	12525764	09/08/2020	1	Standard
sale	Dublin	Blackrock	12651840	10/08/2020	3	Featured
sale	Dublin	Dalkey	12657020	10/08/2020	1	Premium
sale	Dublin	Dublin 2	12619337	10/08/2020	1	Standard
sale	Dublin	Foxrock	12251455	10/08/2020	1	Standard
sale	Dublin	Rathgar	12525246	10/08/2020	1	Featured
sale	Dublin	Rathgar	12525764	10/08/2020	2	Standard
sale	Dublin	Ballsbridge	12558354	11/08/2020	1	Premium
sale	Dublin	Ballsbridge	12672757	11/08/2020	1	Standard
sale	Dublin	Foxrock	12251455	11/08/2020	1	Standard
sale	Dublin	Monkstown	12645203	11/08/2020	2	Standard
sale	Dublin	Rathgar	12525764	11/08/2020	1	Standard
sale	Dublin	Rathgar	12525246	11/08/2020	1	Featured
sale	Dublin	Rathmines	12672505	11/08/2020	1	Standard
sale	Dublin	Ballsbridge	12676826	12/08/2020	2	Standard
sale	Dublin	Blackrock	12651840	12/08/2020	1	Featured
sale	Dublin	Dublin 2	12619337	12/08/2020	1	Standard
sale	Dublin	Monkstown	12645203	12/08/2020	1	Standard
sale	Cork	Cork City	12606408	13/08/2020	1	Standard
sale	Dublin	Blackrock	12651840	13/08/2020	1	Featured
sale	Dublin	Rathgar	12525764	13/08/2020	1	Standard
sale	Dublin	Rathgar	12525246	13/08/2020	7	Featured
sale	Dublin	Sandymount	12578752	13/08/2020	1	Featured
sale	Dublin	Monkstown	12645203	14/08/2020	1	Standard
sale	Dublin	Rathmines	12672505	14/08/2020	1	Standard
sale	Dublin	Monkstown	12645203	15/08/2020	1	Standard
